location,date,hour,day_of_week,total_slots,occupied_slots,available_slots,bookings,historical_occupancy,occupancy_rate,demand_level
Chennai Mall,2026-06-12,8,4,150,33,117,10,22.04,22.0,LOW
Chennai Mall,2026-06-12,9,4,150,34,116,11,22.77,22.67,LOW
Chennai Mall,2026-06-12,10,4,150,3,147,1,8.67,2.0,LOW
Chennai Mall,2026-06-12,11,4,150,28,122,9,21.52,18.67,LOW
Chennai Mall,2026-06-12,12,4,150,83,67,18,61.82,55.33,MEDIUM
Chennai Mall,2026-06-12,13,4,150,84,66,37,57.43,56.0,MEDIUM
Chennai Mall,2026-06-12,14,4,150,91,59,43,63.26,60.67,MEDIUM
Chennai Mall,2026-06-12,15,4,150,69,81,15,48.38,46.0,LOW
Chennai Mall,2026-06-12,16,4,150,22,128,6,17.56,14.67,LOW
Chennai Mall,2026-06-12,17,4,150,119,31,37,68.38,79.33,MEDIUM
Chennai Mall,2026-06-12,18,4,150,109,41,23,74.04,72.67,MEDIUM
Chennai Mall,2026-06-12,19,4,150,111,39,25,78.47,74.0,MEDIUM
Chennai Mall,2026-06-12,20,4,150,129,21,28,92.19,86.0,HIGH
Chennai Mall,2026-06-12,21,4,150,97,53,34,70.84,64.67,MEDIUM
Chennai Mall,2026-06-12,22,4,150,47,103,21,30.62,31.33,LOW
Chennai Mall,2026-06-12,23,4,150,46,104,23,34.32,30.67,LOW
T Nagar Commercial Hub,2026-06-12,0,4,120,2,118,1,6.33,1.67,LOW
T Nagar Commercial Hub,2026-06-12,1,4,120,2,118,1,5.0,1.67,LOW
T Nagar Commercial Hub,2026-06-12,2,4,120,10,110,2,5.0,8.33,LOW
T Nagar Commercial Hub,2026-06-12,3,4,120,17,103,5,20.79,14.17,LOW
T Nagar Commercial Hub,2026-06-12,4,4,120,5,115,2,15.87,4.17,LOW
T Nagar Commercial Hub,2026-06-12,5,4,120,5,115,2,22.86,4.17,LOW
T Nagar Commercial Hub,2026-06-12,6,4,120,5,115,2,5.0,4.17,LOW
T Nagar Commercial Hub,2026-06-12,7,4,120,4,116,2,9.66,3.33,LOW
T Nagar Commercial Hub,2026-06-12,8,4,120,15,105,4,20.5,12.5,LOW
T Nagar Commercial Hub,2026-06-12,9,4,120,10,110,4,5.0,8.33,LOW
T Nagar Commercial Hub,2026-06-12,10,4,120,106,14,37,79.33,88.33,HIGH
T Nagar Commercial Hub,2026-06-12,11,4,120,86,34,29,64.32,71.67,MEDIUM
T Nagar Commercial Hub,2026-06-12,12,4,120,93,27,20,79.88,77.5,MEDIUM
T Nagar Commercial Hub,2026-06-12,13,4,120,82,38,35,73.25,68.33,MEDIUM
T Nagar Commercial Hub,2026-06-12,14,4,120,103,17,35,88.1,85.83,HIGH
T Nagar Commercial Hub,2026-06-12,15,4,120,88,32,27,79.47,73.33,MEDIUM
T Nagar Commercial Hub,2026-06-12,16,4,120,82,38,39,73.97,68.33,MEDIUM
T Nagar Commercial Hub,2026-06-12,17,4,120,89,31,34,78.15,74.17,MEDIUM
T Nagar Commercial Hub,2026-06-12,18,4,120,76,44,24,58.92,63.33,MEDIUM
T Nagar Commercial Hub,2026-06-12,19,4,120,89,31,23,70.51,74.17,MEDIUM
T Nagar Commercial Hub,2026-06-12,20,4,120,78,42,23,62.67,65.0,MEDIUM
T Nagar Commercial Hub,2026-06-12,21,4,120,52,68,11,32.64,43.33,LOW
T Nagar Commercial Hub,2026-06-12,22,4,120,60,60,13,56.71,50.0,MEDIUM
T Nagar Commercial Hub,2026-06-12,23,4,120,10,110,3,10.77,8.33,LOW
Velachery Metro Station,2026-06-12,0,4,200,16,184,5,14.84,8.0,LOW
Velachery Metro Station,2026-06-12,1,4,200,25,175,12,5.0,12.5,LOW
Velachery Metro Station,2026-06-12,2,4,200,7,193,2,16.96,3.5,LOW
Velachery Metro Station,2026-06-12,3,4,200,17,183,6,15.36,8.5,LOW
Velachery Metro Station,2026-06-12,4,4,200,14,186,6,12.71,7.0,LOW
Velachery Metro Station,2026-06-12,5,4,200,16,184,5,5.0,8.0,LOW
Velachery Metro Station,2026-06-12,6,4,200,20,180,8,5.0,10.0,LOW
Velachery Metro Station,2026-06-12,7,4,200,162,38,43,84.26,81.0,HIGH
Velachery Metro Station,2026-06-12,8,4,200,160,40,43,81.5,80.0,HIGH
Velachery Metro Station,2026-06-12,9,4,200,172,28,38,80.55,86.0,HIGH
Velachery Metro Station,2026-06-12,10,4,200,157,43,65,88.55,78.5,MEDIUM
Velachery Metro Station,2026-06-12,11,4,200,165,35,39,73.69,82.5,HIGH
Velachery Metro Station,2026-06-12,12,4,200,149,51,57,77.42,74.5,MEDIUM
Velachery Metro Station,2026-06-12,13,4,200,163,37,45,83.27,81.5,HIGH
Velachery Metro Station,2026-06-12,14,4,200,162,38,50,77.49,81.0,HIGH
Velachery Metro Station,2026-06-12,15,4,200,160,40,63,74.82,80.0,HIGH
Velachery Metro Station,2026-06-12,16,4,200,168,32,36,78.39,84.0,HIGH
Velachery Metro Station,2026-06-12,17,4,200,179,21,63,98.0,89.5,HIGH
Velachery Metro Station,2026-06-12,18,4,200,177,23,43,90.97,88.5,HIGH
Velachery Metro Station,2026-06-12,19,4,200,167,33,67,90.66,83.5,HIGH
Velachery Metro Station,2026-06-12,20,4,200,182,18,81,93.24,91.0,HIGH
Velachery Metro Station,2026-06-12,21,4,200,56,144,21,27.53,28.0,LOW
Velachery Metro Station,2026-06-12,22,4,200,101,99,40,53.96,50.5,MEDIUM
Velachery Metro Station,2026-06-12,23,4,200,88,112,43,38.26,44.0,LOW
OMR IT Park,2026-06-12,0,4,300,25,275,12,5.0,8.33,LOW
OMR IT Park,2026-06-12,1,4,300,28,272,13,5.0,9.33,LOW
OMR IT Park,2026-06-12,2,4,300,20,280,4,5.0,6.67,LOW
OMR IT Park,2026-06-12,3,4,300,41,259,17,6.35,13.67,LOW
OMR IT Park,2026-06-12,4,4,300,27,273,10,13.8,9.0,LOW
OMR IT Park,2026-06-12,5,4,300,18,282,4,6.11,6.0,LOW
OMR IT Park,2026-06-12,6,4,300,23,277,9,5.0,7.67,LOW
OMR IT Park,2026-06-12,7,4,300,15,285,5,5.0,5.0,LOW
OMR IT Park,2026-06-12,8,4,300,226,74,112,71.56,75.33,MEDIUM
OMR IT Park,2026-06-12,9,4,300,229,71,94,71.53,76.33,MEDIUM
OMR IT Park,2026-06-12,10,4,300,297,3,101,88.77,99.0,HIGH
OMR IT Park,2026-06-12,11,4,300,262,38,92,90.27,87.33,HIGH
OMR IT Park,2026-06-12,12,4,300,274,26,109,93.49,91.33,HIGH
OMR IT Park,2026-06-12,13,4,300,246,54,115,91.09,82.0,HIGH
OMR IT Park,2026-06-12,14,4,300,289,11,105,94.67,96.33,HIGH
OMR IT Park,2026-06-12,15,4,300,251,49,104,76.66,83.67,HIGH
OMR IT Park,2026-06-12,16,4,300,299,1,95,98.0,99.67,HIGH
OMR IT Park,2026-06-12,17,4,300,151,149,61,44.85,50.33,MEDIUM
OMR IT Park,2026-06-12,18,4,300,183,117,41,69.17,61.0,MEDIUM
OMR IT Park,2026-06-12,19,4,300,169,131,79,58.57,56.33,MEDIUM
OMR IT Park,2026-06-12,20,4,300,61,239,15,11.24,20.33,LOW
OMR IT Park,2026-06-12,21,4,300,77,223,31,29.81,25.67,LOW
OMR IT Park,2026-06-12,22,4,300,43,257,11,24.47,14.33,LOW
OMR IT Park,2026-06-12,23,4,300,6,294,2,5.0,2.0,LOW
Anna Nagar Center,2026-06-12,0,4,100,15,85,5,10.47,15.0,LOW
Anna Nagar Center,2026-06-12,1,4,100,9,91,3,17.93,9.0,LOW
Anna Nagar Center,2026-06-12,2,4,100,26,74,11,22.12,26.0,LOW
Anna Nagar Center,2026-06-12,3,4,100,10,90,5,19.61,10.0,LOW
Anna Nagar Center,2026-06-12,4,4,100,18,82,7,16.89,18.0,LOW
Anna Nagar Center,2026-06-12,5,4,100,6,94,2,5.0,6.0,LOW
Anna Nagar Center,2026-06-12,6,4,100,12,88,5,11.2,12.0,LOW
Anna Nagar Center,2026-06-12,7,4,100,13,87,5,10.17,13.0,LOW
Anna Nagar Center,2026-06-12,8,4,100,44,56,19,45.45,44.0,LOW
Anna Nagar Center,2026-06-12,9,4,100,57,43,22,68.17,57.0,MEDIUM
Anna Nagar Center,2026-06-12,10,4,100,45,55,16,43.79,45.0,LOW
Anna Nagar Center,2026-06-12,11,4,100,52,48,21,42.22,52.0,MEDIUM
Anna Nagar Center,2026-06-12,12,4,100,89,11,33,81.57,89.0,HIGH
Anna Nagar Center,2026-06-12,13,4,100,91,9,34,98.0,91.0,HIGH
Anna Nagar Center,2026-06-12,14,4,100,89,11,31,85.25,89.0,HIGH
Anna Nagar Center,2026-06-12,15,4,100,69,31,20,71.28,69.0,MEDIUM
Anna Nagar Center,2026-06-12,16,4,100,47,53,18,50.33,47.0,LOW
Anna Nagar Center,2026-06-12,17,4,100,61,39,25,72.08,61.0,MEDIUM
Anna Nagar Center,2026-06-12,18,4,100,75,25,23,79.31,75.0,MEDIUM
Anna Nagar Center,2026-06-12,19,4,100,66,34,28,63.75,66.0,MEDIUM
Anna Nagar Center,2026-06-12,20,4,100,73,27,25,74.07,73.0,MEDIUM
Anna Nagar Center,2026-06-12,21,4,100,66,34,33,70.53,66.0,MEDIUM
Anna Nagar Center,2026-06-12,22,4,100,17,83,4,17.31,17.0,LOW
Anna Nagar Center,2026-06-12,23,4,100,9,91,3,6.31,9.0,LOW
Guindy Corporate Park,2026-06-12,0,4,180,15,165,4,7.36,8.33,LOW
Guindy Corporate Park,2026-06-12,1,4,180,14,166,4,5.0,7.78,LOW
Guindy Corporate Park,2026-06-12,2,4,180,12,168,5,5.0,6.67,LOW
Guindy Corporate Park,2026-06-12,3,4,180,4,176,1,8.69,2.22,LOW
Guindy Corporate Park,2026-06-12,4,4,180,4,176,1,5.19,2.22,LOW
Guindy Corporate Park,2026-06-12,5,4,180,4,176,2,8.39,2.22,LOW
Guindy Corporate Park,2026-06-12,6,4,180,19,161,4,5.0,10.56,LOW
Guindy Corporate Park,2026-06-12,7,4,180,14,166,6,11.49,7.78,LOW
Guindy Corporate Park,2026-06-12,8,4,180,134,46,56,75.8,74.44,MEDIUM
Guindy Corporate Park,2026-06-12,9,4,180,143,37,43,86.77,79.44,MEDIUM
Guindy Corporate Park,2026-06-12,10,4,180,141,39,50,78.46,78.33,MEDIUM
Guindy Corporate Park,2026-06-12,11,4,180,147,33,70,87.47,81.67,HIGH
Guindy Corporate Park,2026-06-12,12,4,180,152,28,40,91.48,84.44,HIGH
Guindy Corporate Park,2026-06-12,13,4,180,165,15,33,92.05,91.67,HIGH
Guindy Corporate Park,2026-06-12,14,4,180,172,8,48,93.78,95.56,HIGH
Guindy Corporate Park,2026-06-12,15,4,180,141,39,33,78.96,78.33,MEDIUM
Guindy Corporate Park,2026-06-12,16,4,180,165,15,34,96.16,91.67,HIGH
Guindy Corporate Park,2026-06-12,17,4,180,92,88,33,53.7,51.11,MEDIUM
Guindy Corporate Park,2026-06-12,18,4,180,91,89,29,60.79,50.56,MEDIUM
Guindy Corporate Park,2026-06-12,19,4,180,107,73,49,68.85,59.44,MEDIUM
Guindy Corporate Park,2026-06-12,20,4,180,65,115,15,24.27,36.11,LOW
Guindy Corporate Park,2026-06-12,21,4,180,27,153,12,17.03,15.0,LOW
Guindy Corporate Park,2026-06-12,22,4,180,45,135,18,13.47,25.0,LOW
Guindy Corporate Park,2026-06-12,23,4,180,10,170,3,10.33,5.56,LOW
Chennai Mall,2026-06-13,0,5,150,16,134,6,5.96,10.67,LOW
Chennai Mall,2026-06-13,1,5,150,34,116,7,25.72,22.67,LOW
Chennai Mall,2026-06-13,2,5,150,23,127,7,15.93,15.33,LOW
Chennai Mall,2026-06-13,3,5,150,18,132,5,9.47,12.0,LOW
Chennai Mall,2026-06-13,4,5,150,6,144,3,13.52,4.0,LOW
Chennai Mall,2026-06-13,5,5,150,9,141,2,5.0,6.0,LOW
Chennai Mall,2026-06-13,6,5,150,39,111,14,30.85,26.0,LOW
Chennai Mall,2026-06-13,7,5,150,39,111,8,15.28,26.0,LOW
Chennai Mall,2026-06-13,8,5,150,19,131,9,5.0,12.67,LOW
Chennai Mall,2026-06-13,9,5,150,9,141,3,10.42,6.0,LOW
Chennai Mall,2026-06-13,10,5,150,14,136,5,11.36,9.33,LOW
Chennai Mall,2026-06-13,11,5,150,127,23,58,71.61,84.67,HIGH
Chennai Mall,2026-06-13,12,5,150,119,31,55,83.79,79.33,MEDIUM
Chennai Mall,2026-06-13,13,5,150,119,31,52,77.16,79.33,MEDIUM
Chennai Mall,2026-06-13,14,5,150,104,46,36,77.31,69.33,MEDIUM
Chennai Mall,2026-06-13,15,5,150,149,1,32,84.61,99.33,HIGH
Chennai Mall,2026-06-13,16,5,150,131,19,31,79.44,87.33,HIGH
Chennai Mall,2026-06-13,17,5,150,138,12,57,81.16,92.0,HIGH
Chennai Mall,2026-06-13,18,5,150,134,16,61,85.09,89.33,HIGH
Chennai Mall,2026-06-13,19,5,150,144,6,62,93.02,96.0,HIGH
Chennai Mall,2026-06-13,20,5,150,134,16,32,88.56,89.33,HIGH
Chennai Mall,2026-06-13,21,5,150,129,21,44,97.09,86.0,HIGH
Chennai Mall,2026-06-13,22,5,150,59,91,15,38.6,39.33,LOW
Chennai Mall,2026-06-13,23,5,150,58,92,24,32.69,38.67,LOW
T Nagar Commercial Hub,2026-06-13,0,5,120,52,68,11,39.76,43.33,LOW
T Nagar Commercial Hub,2026-06-13,1,5,120,58,62,26,43.6,48.33,LOW
T Nagar Commercial Hub,2026-06-13,2,5,120,21,99,7,17.58,17.5,LOW
T Nagar Commercial Hub,2026-06-13,3,5,120,39,81,18,30.67,32.5,LOW
T Nagar Commercial Hub,2026-06-13,4,5,120,50,70,23,46.58,41.67,LOW
T Nagar Commercial Hub,2026-06-13,5,5,120,40,80,16,34.99,33.33,LOW
T Nagar Commercial Hub,2026-06-13,6,5,120,28,92,7,15.9,23.33,LOW
T Nagar Commercial Hub,2026-06-13,7,5,120,36,84,12,31.49,30.0,LOW
T Nagar Commercial Hub,2026-06-13,8,5,120,48,72,13,43.7,40.0,LOW
T Nagar Commercial Hub,2026-06-13,9,5,120,25,95,7,21.47,20.83,LOW
T Nagar Commercial Hub,2026-06-13,10,5,120,29,91,7,20.8,24.17,LOW
T Nagar Commercial Hub,2026-06-13,11,5,120,109,11,52,94.39,90.83,HIGH
T Nagar Commercial Hub,2026-06-13,12,5,120,113,7,31,86.78,94.17,HIGH
T Nagar Commercial Hub,2026-06-13,13,5,120,118,2,32,88.55,98.33,HIGH
T Nagar Commercial Hub,2026-06-13,14,5,120,110,10,42,98.0,91.67,HIGH
T Nagar Commercial Hub,2026-06-13,15,5,120,106,14,48,93.09,88.33,HIGH
T Nagar Commercial Hub,2026-06-13,16,5,120,108,12,35,92.06,90.0,HIGH
T Nagar Commercial Hub,2026-06-13,17,5,120,114,6,51,87.13,95.0,HIGH
T Nagar Commercial Hub,2026-06-13,18,5,120,99,21,23,89.95,82.5,HIGH
T Nagar Commercial Hub,2026-06-13,19,5,120,112,8,51,91.84,93.33,HIGH
T Nagar Commercial Hub,2026-06-13,20,5,120,102,18,23,95.27,85.0,HIGH
T Nagar Commercial Hub,2026-06-13,21,5,120,115,5,37,95.85,95.83,HIGH
T Nagar Commercial Hub,2026-06-13,22,5,120,30,90,11,17.17,25.0,LOW
T Nagar Commercial Hub,2026-06-13,23,5,120,41,79,12,32.24,34.17,LOW
Velachery Metro Station,2026-06-13,0,5,200,57,143,18,42.98,28.5,LOW
Velachery Metro Station,2026-06-13,1,5,200,89,111,25,44.51,44.5,LOW
Velachery Metro Station,2026-06-13,2,5,200,66,134,23,44.2,33.0,LOW
Velachery Metro Station,2026-06-13,3,5,200,57,143,13,27.11,28.5,LOW
Velachery Metro Station,2026-06-13,4,5,200,83,117,35,41.2,41.5,LOW
Velachery Metro Station,2026-06-13,5,5,200,56,144,27,14.63,28.0,LOW
Velachery Metro Station,2026-06-13,6,5,200,70,130,26,29.28,35.0,LOW
Velachery Metro Station,2026-06-13,7,5,200,81,119,28,46.68,40.5,LOW
Velachery Metro Station,2026-06-13,8,5,200,85,115,25,50.11,42.5,LOW
Velachery Metro Station,2026-06-13,9,5,200,93,107,26,57.85,46.5,LOW
Velachery Metro Station,2026-06-13,10,5,200,80,120,29,39.31,40.0,LOW
Velachery Metro Station,2026-06-13,11,5,200,52,148,21,30.18,26.0,LOW
Velachery Metro Station,2026-06-13,12,5,200,61,139,23,24.97,30.5,LOW
Velachery Metro Station,2026-06-13,13,5,200,107,93,23,43.96,53.5,MEDIUM
Velachery Metro Station,2026-06-13,14,5,200,64,136,18,34.55,32.0,LOW
Velachery Metro Station,2026-06-13,15,5,200,53,147,17,30.39,26.5,LOW
Velachery Metro Station,2026-06-13,16,5,200,96,104,26,51.27,48.0,LOW
Velachery Metro Station,2026-06-13,17,5,200,75,125,24,31.72,37.5,LOW
Velachery Metro Station,2026-06-13,18,5,200,63,137,22,26.99,31.5,LOW
Velachery Metro Station,2026-06-13,19,5,200,60,140,24,30.54,30.0,LOW
Velachery Metro Station,2026-06-13,20,5,200,69,131,31,30.59,34.5,LOW
Velachery Metro Station,2026-06-13,21,5,200,75,125,21,27.61,37.5,LOW
Velachery Metro Station,2026-06-13,22,5,200,52,148,25,24.1,26.0,LOW
Velachery Metro Station,2026-06-13,23,5,200,77,123,24,33.97,38.5,LOW
OMR IT Park,2026-06-13,0,5,300,25,275,7,5.0,8.33,LOW
OMR IT Park,2026-06-13,1,5,300,51,249,11,6.75,17.0,LOW
OMR IT Park,2026-06-13,2,5,300,30,270,9,7.17,10.0,LOW
OMR IT Park,2026-06-13,3,5,300,40,260,9,13.11,13.33,LOW
OMR IT Park,2026-06-13,4,5,300,26,274,11,7.87,8.67,LOW
OMR IT Park,2026-06-13,5,5,300,6,294,2,10.2,2.0,LOW
OMR IT Park,2026-06-13,6,5,300,30,270,13,8.27,10.0,LOW
OMR IT Park,2026-06-13,7,5,300,52,248,19,21.84,17.33,LOW
OMR IT Park,2026-06-13,8,5,300,33,267,12,5.41,11.0,LOW
OMR IT Park,2026-06-13,9,5,300,37,263,14,6.9,12.33,LOW
OMR IT Park,2026-06-13,10,5,300,36,264,16,8.61,12.0,LOW
OMR IT Park,2026-06-13,11,5,300,48,252,19,10.53,16.0,LOW
OMR IT Park,2026-06-13,12,5,300,6,294,2,5.0,2.0,LOW
OMR IT Park,2026-06-13,13,5,300,32,268,14,9.12,10.67,LOW
OMR IT Park,2026-06-13,14,5,300,45,255,21,27.75,15.0,LOW
OMR IT Park,2026-06-13,15,5,300,27,273,12,9.82,9.0,LOW
OMR IT Park,2026-06-13,16,5,300,24,276,5,5.0,8.0,LOW
OMR IT Park,2026-06-13,17,5,300,64,236,26,9.36,21.33,LOW
OMR IT Park,2026-06-13,18,5,300,36,264,15,22.84,12.0,LOW
OMR IT Park,2026-06-13,19,5,300,21,279,4,5.58,7.0,LOW
OMR IT Park,2026-06-13,20,5,300,38,262,17,5.0,12.67,LOW
OMR IT Park,2026-06-13,21,5,300,39,261,16,11.67,13.0,LOW
OMR IT Park,2026-06-13,22,5,300,23,277,11,5.0,7.67,LOW
OMR IT Park,2026-06-13,23,5,300,41,259,18,14.61,13.67,LOW
Anna Nagar Center,2026-06-13,0,5,100,37,63,10,29.64,37.0,LOW
Anna Nagar Center,2026-06-13,1,5,100,14,86,4,13.55,14.0,LOW
Anna Nagar Center,2026-06-13,2,5,100,16,84,4,31.44,16.0,LOW
Anna Nagar Center,2026-06-13,3,5,100,11,89,3,23.56,11.0,LOW
Anna Nagar Center,2026-06-13,4,5,100,39,61,13,38.8,39.0,LOW
Anna Nagar Center,2026-06-13,5,5,100,15,85,5,21.54,15.0,LOW
Anna Nagar Center,2026-06-13,6,5,100,16,84,8,17.23,16.0,LOW
Anna Nagar Center,2026-06-13,7,5,100,42,58,16,35.4,42.0,LOW
Anna Nagar Center,2026-06-13,8,5,100,39,61,13,33.38,39.0,LOW
Anna Nagar Center,2026-06-13,9,5,100,30,70,13,33.07,30.0,LOW
Anna Nagar Center,2026-06-13,10,5,100,32,68,11,36.64,32.0,LOW
Anna Nagar Center,2026-06-13,11,5,100,41,59,9,42.16,41.0,LOW
Anna Nagar Center,2026-06-13,12,5,100,83,17,18,82.61,83.0,HIGH
Anna Nagar Center,2026-06-13,13,5,100,85,15,25,89.86,85.0,HIGH
Anna Nagar Center,2026-06-13,14,5,100,74,26,18,76.43,74.0,MEDIUM
Anna Nagar Center,2026-06-13,15,5,100,87,13,29,85.36,87.0,HIGH
Anna Nagar Center,2026-06-13,16,5,100,80,20,35,89.1,80.0,HIGH
Anna Nagar Center,2026-06-13,17,5,100,78,22,33,77.39,78.0,MEDIUM
Anna Nagar Center,2026-06-13,18,5,100,79,21,21,80.84,79.0,MEDIUM
Anna Nagar Center,2026-06-13,19,5,100,84,16,21,69.28,84.0,HIGH
Anna Nagar Center,2026-06-13,20,5,100,83,17,29,87.84,83.0,HIGH
Anna Nagar Center,2026-06-13,21,5,100,94,6,21,82.96,94.0,HIGH
Anna Nagar Center,2026-06-13,22,5,100,86,14,35,86.77,86.0,HIGH
Anna Nagar Center,2026-06-13,23,5,100,33,67,16,28.96,33.0,LOW
Guindy Corporate Park,2026-06-13,0,5,180,23,157,8,16.01,12.78,LOW
Guindy Corporate Park,2026-06-13,1,5,180,22,158,7,5.0,12.22,LOW
Guindy Corporate Park,2026-06-13,2,5,180,15,165,3,11.02,8.33,LOW
Guindy Corporate Park,2026-06-13,3,5,180,38,142,9,18.68,21.11,LOW
Guindy Corporate Park,2026-06-13,4,5,180,20,160,4,9.84,11.11,LOW
Guindy Corporate Park,2026-06-13,5,5,180,9,171,4,5.2,5.0,LOW
Guindy Corporate Park,2026-06-13,6,5,180,16,164,6,7.93,8.89,LOW
Guindy Corporate Park,2026-06-13,7,5,180,9,171,2,5.0,5.0,LOW
Guindy Corporate Park,2026-06-13,8,5,180,18,162,5,11.65,10.0,LOW
Guindy Corporate Park,2026-06-13,9,5,180,20,160,8,13.19,11.11,LOW
Guindy Corporate Park,2026-06-13,10,5,180,28,152,7,18.9,15.56,LOW
Guindy Corporate Park,2026-06-13,11,5,180,31,149,8,14.99,17.22,LOW
Guindy Corporate Park,2026-06-13,12,5,180,29,151,9,14.04,16.11,LOW
Guindy Corporate Park,2026-06-13,13,5,180,33,147,15,21.86,18.33,LOW
Guindy Corporate Park,2026-06-13,14,5,180,34,146,12,11.99,18.89,LOW
Guindy Corporate Park,2026-06-13,15,5,180,15,165,4,5.0,8.33,LOW
Guindy Corporate Park,2026-06-13,16,5,180,30,150,12,19.33,16.67,LOW
Guindy Corporate Park,2026-06-13,17,5,180,27,153,13,14.38,15.0,LOW
Guindy Corporate Park,2026-06-13,18,5,180,27,153,10,16.68,15.0,LOW
Guindy Corporate Park,2026-06-13,19,5,180,18,162,4,6.02,10.0,LOW
Guindy Corporate Park,2026-06-13,20,5,180,15,165,4,13.08,8.33,LOW
Guindy Corporate Park,2026-06-13,21,5,180,14,166,7,6.54,7.78,LOW
Guindy Corporate Park,2026-06-13,22,5,180,17,163,5,8.2,9.44,LOW
Guindy Corporate Park,2026-06-13,23,5,180,21,159,9,12.46,11.67,LOW
Chennai Mall,2026-06-14,0,6,150,19,131,9,16.98,12.67,LOW
Chennai Mall,2026-06-14,1,6,150,19,131,6,15.03,12.67,LOW
Chennai Mall,2026-06-14,2,6,150,27,123,12,16.47,18.0,LOW
Chennai Mall,2026-06-14,3,6,150,36,114,7,23.21,24.0,LOW
Chennai Mall,2026-06-14,4,6,150,29,121,9,26.22,19.33,LOW
Chennai Mall,2026-06-14,5,6,150,12,138,6,13.41,8.0,LOW
Chennai Mall,2026-06-14,6,6,150,34,116,14,22.61,22.67,LOW
Chennai Mall,2026-06-14,7,6,150,29,121,9,15.27,19.33,LOW
Chennai Mall,2026-06-14,8,6,150,23,127,8,11.19,15.33,LOW
Chennai Mall,2026-06-14,9,6,150,21,129,8,16.12,14.0,LOW
Chennai Mall,2026-06-14,10,6,150,35,115,16,26.2,23.33,LOW
Chennai Mall,2026-06-14,11,6,150,125,25,45,88.3,83.33,HIGH
Chennai Mall,2026-06-14,12,6,150,132,18,37,92.98,88.0,HIGH
Chennai Mall,2026-06-14,13,6,150,110,40,31,73.88,73.33,MEDIUM
Chennai Mall,2026-06-14,14,6,150,132,18,33,84.74,88.0,HIGH
Chennai Mall,2026-06-14,15,6,150,134,16,58,88.6,89.33,HIGH
Chennai Mall,2026-06-14,16,6,150,144,6,49,88.97,96.0,HIGH
Chennai Mall,2026-06-14,17,6,150,145,5,58,98.0,96.67,HIGH
Chennai Mall,2026-06-14,18,6,150,144,6,68,95.96,96.0,HIGH
Chennai Mall,2026-06-14,19,6,150,150,0,46,98.0,100.0,HIGH
Chennai Mall,2026-06-14,20,6,150,133,17,55,98.0,88.67,HIGH
Chennai Mall,2026-06-14,21,6,150,144,6,46,90.25,96.0,HIGH
Chennai Mall,2026-06-14,22,6,150,69,81,32,37.25,46.0,LOW
Chennai Mall,2026-06-14,23,6,150,56,94,27,36.52,37.33,LOW
T Nagar Commercial Hub,2026-06-14,0,6,120,53,67,24,37.07,44.17,LOW
T Nagar Commercial Hub,2026-06-14,1,6,120,13,107,6,19.18,10.83,LOW
T Nagar Commercial Hub,2026-06-14,2,6,120,32,88,9,29.5,26.67,LOW
T Nagar Commercial Hub,2026-06-14,3,6,120,13,107,6,12.55,10.83,LOW
T Nagar Commercial Hub,2026-06-14,4,6,120,55,65,21,34.47,45.83,LOW
T Nagar Commercial Hub,2026-06-14,5,6,120,42,78,12,37.08,35.0,LOW
T Nagar Commercial Hub,2026-06-14,6,6,120,30,90,7,22.28,25.0,LOW
T Nagar Commercial Hub,2026-06-14,7,6,120,42,78,13,33.63,35.0,LOW
T Nagar Commercial Hub,2026-06-14,8,6,120,20,100,7,27.77,16.67,LOW
T Nagar Commercial Hub,2026-06-14,9,6,120,36,84,17,29.1,30.0,LOW
T Nagar Commercial Hub,2026-06-14,10,6,120,32,88,11,27.57,26.67,LOW
T Nagar Commercial Hub,2026-06-14,11,6,120,114,6,29,92.48,95.0,HIGH
T Nagar Commercial Hub,2026-06-14,12,6,120,101,19,27,78.91,84.17,HIGH
T Nagar Commercial Hub,2026-06-14,13,6,120,94,26,39,78.97,78.33,MEDIUM
T Nagar Commercial Hub,2026-06-14,14,6,120,106,14,40,91.91,88.33,HIGH
T Nagar Commercial Hub,2026-06-14,15,6,120,97,23,22,90.06,80.83,HIGH
T Nagar Commercial Hub,2026-06-14,16,6,120,100,20,40,77.51,83.33,HIGH
T Nagar Commercial Hub,2026-06-14,17,6,120,102,18,39,83.21,85.0,HIGH
T Nagar Commercial Hub,2026-06-14,18,6,120,114,6,42,98.0,95.0,HIGH
T Nagar Commercial Hub,2026-06-14,19,6,120,114,6,31,98.0,95.0,HIGH
T Nagar Commercial Hub,2026-06-14,20,6,120,108,12,38,84.88,90.0,HIGH
T Nagar Commercial Hub,2026-06-14,21,6,120,101,19,29,84.33,84.17,HIGH
T Nagar Commercial Hub,2026-06-14,22,6,120,45,75,21,34.03,37.5,LOW
T Nagar Commercial Hub,2026-06-14,23,6,120,39,81,14,32.52,32.5,LOW
Velachery Metro Station,2026-06-14,0,6,200,54,146,17,32.95,27.0,LOW
Velachery Metro Station,2026-06-14,1,6,200,88,112,23,53.75,44.0,LOW
Velachery Metro Station,2026-06-14,2,6,200,56,144,24,27.9,28.0,LOW
Velachery Metro Station,2026-06-14,3,6,200,42,158,21,23.15,21.0,LOW
Velachery Metro Station,2026-06-14,4,6,200,74,126,24,39.46,37.0,LOW
